"id"  , "category_id", "category_name", "question_subcategory_id", "subcategory_name"                                       , "question_topic_id", "topic_name"                                                       , "pregunta"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "respuesta"                                                                                          , "alternativas", "source", "answer_ai", "discussion_ai", "justification_ai", "source_ai"
"1127", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 64 años con obesidad mórbida, es llevada a emergencia por fiebre alta y marcada
                                                                                                                                                                                                                        ictericia. Tiene antecedente de múltiples operaciones quirúrgicas con anestesia
                                                                                                                                                                                                                        general. ¿Cuál es probable causante del daño?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "Lidocaina"                                                                                          , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1127", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 64 años con obesidad mórbida, es llevada a emergencia por fiebre alta y marcada
                                                                                                                                                                                                                        ictericia. Tiene antecedente de múltiples operaciones quirúrgicas con anestesia
                                                                                                                                                                                                                        general. ¿Cuál es probable causante del daño?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "Propofol"                                                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1127", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 64 años con obesidad mórbida, es llevada a emergencia por fiebre alta y marcada
                                                                                                                                                                                                                        ictericia. Tiene antecedente de múltiples operaciones quirúrgicas con anestesia
                                                                                                                                                                                                                        general. ¿Cuál es probable causante del daño?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "Sevofluorano "                                                                                      , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1128", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 48 años, recibe propiltiouracilo, por hipertiroidismo, al mes presentó neutropenia
                                                                                                                                                                                                                        por lo que se suspende su administración, persisten inquietud, tremores, insomnio y
                                                                                                                                                                                                                        aumento del exoftalmos. ¿Cuál es la indicación a prescribir?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , "Yodo radiactivo"                                                                                    , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1128", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 48 años, recibe propiltiouracilo, por hipertiroidismo, al mes presentó neutropenia
                                                                                                                                                                                                                        por lo que se suspende su administración, persisten inquietud, tremores, insomnio y
                                                                                                                                                                                                                        aumento del exoftalmos. ¿Cuál es la indicación a prescribir?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , "Metimazol"                                                                                          , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1128", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 48 años, recibe propiltiouracilo, por hipertiroidismo, al mes presentó neutropenia
                                                                                                                                                                                                                        por lo que se suspende su administración, persisten inquietud, tremores, insomnio y
                                                                                                                                                                                                                        aumento del exoftalmos. ¿Cuál es la indicación a prescribir?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , "Propanolol"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1128", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Mujer de 48 años, recibe propiltiouracilo, por hipertiroidismo, al mes presentó neutropenia
                                                                                                                                                                                                                        por lo que se suspende su administración, persisten inquietud, tremores, insomnio y
                                                                                                                                                                                                                        aumento del exoftalmos. ¿Cuál es la indicación a prescribir?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , "Propiluracilo"                                                                                      , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1129", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Varón de 26 años procedente de Piura, arriba al Cusco y sale a recorrer la ciudad, a
                                                                                                                                                                                                                        la hora refiere cefalea, fatiga, dificultad para respirar, náuseas y vómitos. ¿Cuál es el
                                                                                                                                                                                                                        fármaco más apropiado para este paciente?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Acetazolamida"                                                                                      , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1129", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Varón de 26 años procedente de Piura, arriba al Cusco y sale a recorrer la ciudad, a
                                                                                                                                                                                                                        la hora refiere cefalea, fatiga, dificultad para respirar, náuseas y vómitos. ¿Cuál es el
                                                                                                                                                                                                                        fármaco más apropiado para este paciente?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Furosemida"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1129", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Varón de 26 años procedente de Piura, arriba al Cusco y sale a recorrer la ciudad, a
                                                                                                                                                                                                                        la hora refiere cefalea, fatiga, dificultad para respirar, náuseas y vómitos. ¿Cuál es el
                                                                                                                                                                                                                        fármaco más apropiado para este paciente?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Hidroclorotiazida"                                                                                  , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1129", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Varón de 26 años procedente de Piura, arriba al Cusco y sale a recorrer la ciudad, a
                                                                                                                                                                                                                        la hora refiere cefalea, fatiga, dificultad para respirar, náuseas y vómitos. ¿Cuál es el
                                                                                                                                                                                                                        fármaco más apropiado para este paciente?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Manitol"                                                                                            , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1130", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Adolescente en tratamiento por ansiedad, recibe una toma diaria de clonazepam, acude a
                                                                                                                                                                                                                        reunión social e ingiere en exceso bebidas alcohólicas, al cabo de dos horas es trasladada a
                                                                                                                                                                                                                        emergencia por presentar sueño profundo, bradipnea y pérdida del estado de
                                                                                                                                                                                                                        consciencia. ¿Qué tipo de interacción se ha producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Sinergismo"                                                                                         , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1130", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Adolescente en tratamiento por ansiedad, recibe una toma diaria de clonazepam, acude a
                                                                                                                                                                                                                        reunión social e ingiere en exceso bebidas alcohólicas, al cabo de dos horas es trasladada a
                                                                                                                                                                                                                        emergencia por presentar sueño profundo, bradipnea y pérdida del estado de
                                                                                                                                                                                                                        consciencia. ¿Qué tipo de interacción se ha producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Antagonismo"                                                                                        , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1130", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Adolescente en tratamiento por ansiedad, recibe una toma diaria de clonazepam, acude a
                                                                                                                                                                                                                        reunión social e ingiere en exceso bebidas alcohólicas, al cabo de dos horas es trasladada a
                                                                                                                                                                                                                        emergencia por presentar sueño profundo, bradipnea y pérdida del estado de
                                                                                                                                                                                                                        consciencia. ¿Qué tipo de interacción se ha producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Antidotismo"                                                                                        , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1130", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Adolescente en tratamiento por ansiedad, recibe una toma diaria de clonazepam, acude a
                                                                                                                                                                                                                        reunión social e ingiere en exceso bebidas alcohólicas, al cabo de dos horas es trasladada a
                                                                                                                                                                                                                        emergencia por presentar sueño profundo, bradipnea y pérdida del estado de
                                                                                                                                                                                                                        consciencia. ¿Qué tipo de interacción se ha producido?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "Tolerancia"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1131", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Dama de 40 años, consume con frecuencia carne de cerdo; desde hace 03 meses presenta
                                                                                                                                                                                                                        náuseas, dolor abdominal asociada a diarreas, anorexia, pérdida de peso, problemas para
                                                                                                                                                                                                                        dormir y nerviosismo. Examen de heces ver imagen. ¿Cuál es el antiparasitario de
                                                                                                                                                                                                                        elección?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Praziquantel"                                                                                       , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1131", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Dama de 40 años, consume con frecuencia carne de cerdo; desde hace 03 meses presenta
                                                                                                                                                                                                                        náuseas, dolor abdominal asociada a diarreas, anorexia, pérdida de peso, problemas para
                                                                                                                                                                                                                        dormir y nerviosismo. Examen de heces ver imagen. ¿Cuál es el antiparasitario de
                                                                                                                                                                                                                        elección?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Pirantel"                                                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1131", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Dama de 40 años, consume con frecuencia carne de cerdo; desde hace 03 meses presenta
                                                                                                                                                                                                                        náuseas, dolor abdominal asociada a diarreas, anorexia, pérdida de peso, problemas para
                                                                                                                                                                                                                        dormir y nerviosismo. Examen de heces ver imagen. ¿Cuál es el antiparasitario de
                                                                                                                                                                                                                        elección?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Tinidazol"                                                                                          , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1131", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Dama de 40 años, consume con frecuencia carne de cerdo; desde hace 03 meses presenta
                                                                                                                                                                                                                        náuseas, dolor abdominal asociada a diarreas, anorexia, pérdida de peso, problemas para
                                                                                                                                                                                                                        dormir y nerviosismo. Examen de heces ver imagen. ¿Cuál es el antiparasitario de
                                                                                                                                                                                                                        elección?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Yodoquinol "                                                                                        , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1132", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Varón de 45 años, procedente de la selva peruana, consulta por prurito intenso,
                                                                                                                                                                                                                        nódulos subcutáneos, dermatitis y lesión ocular, ver imagen. ¿Cuál es el fármaco de
                                                                                                                                                                                                                        elección?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Ivermectina"                                                                                        , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1132", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Varón de 45 años, procedente de la selva peruana, consulta por prurito intenso,
                                                                                                                                                                                                                        nódulos subcutáneos, dermatitis y lesión ocular, ver imagen. ¿Cuál es el fármaco de
                                                                                                                                                                                                                        elección?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Praziquantel"                                                                                       , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1132", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Varón de 45 años, procedente de la selva peruana, consulta por prurito intenso,
                                                                                                                                                                                                                        nódulos subcutáneos, dermatitis y lesión ocular, ver imagen. ¿Cuál es el fármaco de
                                                                                                                                                                                                                        elección?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Pirantel"                                                                                           , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1132", "4"          , "FARMACOLOGIA" , "7"                      , "FARMACOLOGÍA DE LOS PROCESOS DIGESTIVOS Y RESPIRATORIOS", "7"                , "ANTITUSÍGENOS Y EXPECTORANTES"                                    , "Varón de 45 años, procedente de la selva peruana, consulta por prurito intenso,
                                                                                                                                                                                                                        nódulos subcutáneos, dermatitis y lesión ocular, ver imagen. ¿Cuál es el fármaco de
                                                                                                                                                                                                                        elección?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Albendazol"                                                                                         , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1133", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Un paciente con síndrome metabólico recibe tratamiento con un hipolipemiante, días
                                                                                                                                                                                                                        después el paciente refiere dolor muscular y calambres persistentes. ¿Cuál fue el
                                                                                                                                                                                                                        hipolipemiante prescrito?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Atorvastaina"                                                                                       , "1"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1133", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Un paciente con síndrome metabólico recibe tratamiento con un hipolipemiante, días
                                                                                                                                                                                                                        después el paciente refiere dolor muscular y calambres persistentes. ¿Cuál fue el
                                                                                                                                                                                                                        hipolipemiante prescrito?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Colestiramina"                                                                                      , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1133", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Un paciente con síndrome metabólico recibe tratamiento con un hipolipemiante, días
                                                                                                                                                                                                                        después el paciente refiere dolor muscular y calambres persistentes. ¿Cuál fue el
                                                                                                                                                                                                                        hipolipemiante prescrito?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Niacina"                                                                                            , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
"1133", "8"          , "PATOLOGIA"    , "1"                      , "ADAPTACION, LESIONES Y MUERTE CELULAR"                  , "22"               , "LESIÓN E INJURIA CELULAR"                                         , "Un paciente con síndrome metabólico recibe tratamiento con un hipolipemiante, días
                                                                                                                                                                                                                        después el paciente refiere dolor muscular y calambres persistentes. ¿Cuál fue el
                                                                                                                                                                                                                        hipolipemiante prescrito?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "Gemfibrozilo"                                                                                       , "0"           , "ENCIB" , "NULL"     , "NULL"         , "NULL"            , "NULL"
